,Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date
321,42,90,66,4,0,63.63,5,caught,1,v England,Leeds,17-Jul-18
322,0,-,3,0,0,0,5,caught,1,v Hong Kong,Dubai (DICS),18-Sep-18
323,DNB,-,-,-,-,-,-,-,2,v Pakistan,Dubai (DICS),19-Sep-18
324,33,-,37,3,0,89.18,4,caught,2,v Bangladesh,Dubai (DICS),21-Sep-18
325,DNB,-,-,-,-,-,-,-,2,v Pakistan,Dubai (DICS),23-Sep-18
326,8,-,17,0,0,47.05,4,lbw,2,v Afghanistan,Dubai (DICS),25-Sep-18
327,36,-,67,3,0,53.73,5,caught,2,v Bangladesh,Dubai (DICS),28-Sep-18
328,DNB,-,-,-,-,-,-,-,2,v West Indies,Guwahati,21-Oct-18
329,20,31,25,0,1,80,5,bowled,1,v West Indies,Visakhapatnam,24-Oct-18
330,7,-,11,0,0,63.63,6,caught,2,v West Indies,Pune,27-Oct-18
331,23,-,15,2,0,153.33,5,caught,1,v West Indies,Brabourne,29-Oct-18
332,DNB,-,-,-,-,-,-,-,2,v West Indies,Thiruvananthapuram,01-Nov-18
333,51,110,96,3,1,53.12,5,lbw,2,v Australia,Sydney,12-Jan-19
334,55*,96,54,0,2,101.85,5,not out,2,v Australia,Adelaide,15-Jan-19
335,87*,-,114,6,0,76.31,4,not out,2,v Australia,Melbourne,18-Jan-19
336,DNB,-,-,-,-,-,-,-,2,v New Zealand,Napier,23-Jan-19
337,48*,48,33,5,1,145.45,5,not out,1,v New Zealand,Mount Maunganui,26-Jan-19
338,1,13,6,0,0,16.66,5,bowled,1,v New Zealand,Wellington,03-Feb-19
339,59*,-,72,6,1,81.94,5,not out,2,v Australia,Hyderabad,02-Mar-19
340,0,-,1,0,0,0,7,caught,1,v Australia,Nagpur,05-Mar-19
341,26,-,42,2,1,61.9,5,bowled,2,v Australia,Ranchi,08-Mar-19
342,34,69,46,2,0,73.91,5,caught,2,v South Africa,Southampton,05-Jun-19
343,27,20,14,3,1,192.85,5,caught,1,v Australia,The Oval,09-Jun-19
344,1,8,2,0,0,50,5,caught,1,v Pakistan,Manchester,16-Jun-19
345,28,75,52,3,0,53.84,5,stumped,1,v Afghanistan,Southampton,22-Jun-19
346,56*,99,61,3,2,91.8,6,not out,1,v West Indies,Manchester,27-Jun-19
347,42*,54,31,4,1,135.48,6,not out,2,v England,Birmingham,30-Jun-19
348,35,52,33,4,0,106.06,6,caught,1,v Bangladesh,Birmingham,02-Jul-19
349,DNB,-,-,-,-,-,-,-,2,v Sri Lanka,Leeds,06-Jul-19
350,50,114,72,1,1,69.44,7,run out,2,v New Zealand,Manchester,09-Jul-19
