,Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date
31,DNB,-,-,-,-,-,-,-,2,v Sri Lanka,Manchester,28-May-14
32,121,102,74,11,4,163.51,7,run out,2,v Sri Lanka,Lord's,31-May-14
33,21,53,24,1,0,87.5,7,run out,1,v Sri Lanka,Birmingham,03-Jun-14
34,2,4,9,0,0,22.22,6,caught,2,v India,Cardiff,27-Aug-14
35,42,66,58,3,0,72.41,6,bowled,1,v India,Nottingham,30-Aug-14
36,11,37,24,0,0,45.83,6,lbw,1,v India,Birmingham,02-Sep-14
37,49,45,40,5,2,122.5,6,run out,1,v India,Leeds,05-Sep-14
38,21,21,21,1,1,100,6,bowled,2,v Sri Lanka,Colombo (RPS),26-Nov-14
39,7,19,14,0,0,50,7,bowled,1,v Sri Lanka,Colombo (RPS),29-Nov-14
40,55*,46,37,9,0,148.64,7,not out,2,v Sri Lanka,Hambantota,03-Dec-14
41,15,21,22,0,1,68.18,7,caught,1,v Sri Lanka,Colombo (RPS),07-Dec-14
42,2*,1,1,0,0,200,7,not out,2,v Sri Lanka,Pallekele,10-Dec-14
43,22,31,26,2,0,84.61,7,run out,2,v Sri Lanka,Pallekele,13-Dec-14
44,23,30,23,2,0,100,7,caught,2,v Sri Lanka,Colombo (RPS),16-Dec-14
45,28,68,60,0,0,46.66,7,caught,1,v Australia,Sydney,16-Jan-15
46,DNB,-,-,-,-,-,-,-,2,v India,Brisbane,20-Jan-15
47,25,38,24,2,0,104.16,6,run out,1,v Australia,Hobart,23-Jan-15
48,67,98,78,7,0,85.89,7,caught,2,v India,Perth,30-Jan-15
49,17,20,22,3,0,77.27,7,caught,2,v Australia,Perth,01-Feb-15
50,10,11,12,1,0,83.33,7,caught,2,v Australia,Melbourne,14-Feb-15
51,3,8,7,0,0,42.85,7,caught,1,v New Zealand,Wellington,20-Feb-15
52,24,19,14,4,0,171.42,7,caught,1,v Scotland,Christchurch,23-Feb-15
53,39*,28,19,6,1,205.26,7,not out,1,v Sri Lanka,Wellington,01-Mar-15
54,65,75,52,6,1,125,7,caught,2,v Bangladesh,Adelaide,09-Mar-15
55,DNB,-,-,-,-,-,-,-,2,v Afghanistan,Sydney,13-Mar-15
56,129,105,77,13,5,167.53,6,caught,1,v New Zealand,Birmingham,09-Jun-15
57,41,42,38,4,1,107.89,6,caught,2,v New Zealand,The Oval,12-Jun-15
58,13,16,10,2,0,130,6,caught,1,v New Zealand,Southampton,14-Jun-15
59,DNB,-,-,-,-,-,-,-,2,v New Zealand,Nottingham,17-Jun-15
60,4,21,10,0,0,40,6,caught,2,v Australia,Southampton,03-Sep-15
61,0,5,3,0,0,0,6,lbw,2,v Australia,Lord's,05-Sep-15
62,1,4,2,0,0,50,6,run out,1,v Pakistan,Abu Dhabi,11-Nov-15
63,11,10,10,1,0,110,5,bowled,1,v Pakistan,Abu Dhabi,13-Nov-15
